state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Chattisgarh,Balodabazar,Kasdol,Paddy(Dhan)(Common),Paddy,15/01/2021,1350,1400,1375
Chattisgarh,Bilaspur,Sakri,Paddy(Dhan)(Common),Paddy,15/01/2021,1400,1400,1400
Chattisgarh,Bilaspur,Takhatpur,Paddy(Dhan)(Common),Paddy,15/01/2021,1868,1868,1868
Chattisgarh,Bilaspur,Takhatpur,Paddy(Dhan)(Common),Paddy fine,15/01/2021,1888,1888,1888
Chattisgarh,Durg,Durg,Apple,Apple,15/01/2021,8000,10000,9000
Chattisgarh,Durg,Durg,Banana - Green,Banana - Green,15/01/2021,600,800,700
Chattisgarh,Durg,Durg,Bhindi(Ladies Finger),Bhindi,15/01/2021,2800,3200,3000
Chattisgarh,Durg,Durg,Bitter gourd,Bitter Gourd,15/01/2021,2800,3000,2900
Chattisgarh,Durg,Durg,Bottle gourd,Bottle Gourd,15/01/2021,800,1000,900
Chattisgarh,Durg,Durg,Brinjal,Round/Long,15/01/2021,600,800,700
Chattisgarh,Durg,Durg,Cabbage,Cabbage,15/01/2021,800,900,850
Chattisgarh,Durg,Durg,Capsicum,Capsicum,15/01/2021,2000,2100,2050
Chattisgarh,Durg,Durg,Carrot,Carrot,15/01/2021,1500,1700,1600
Chattisgarh,Durg,Durg,Cauliflower,Cauliflower,15/01/2021,800,1000,900
Chattisgarh,Durg,Durg,Chikoos(Sapota),Sapota,15/01/2021,3000,5000,4000
Chattisgarh,Durg,Durg,Coriander(Leaves),Coriander,15/01/2021,2800,3000,2900
Chattisgarh,Durg,Durg,Cucumbar(Kheera),Cucumbar,15/01/2021,500,700,600
Chattisgarh,Durg,Durg,Garlic,Average,15/01/2021,12000,13000,12500
Chattisgarh,Durg,Durg,Ginger(Green),Green Ginger,15/01/2021,3200,3600,3400
Chattisgarh,Durg,Durg,Green Chilli,Green Chilly,15/01/2021,2600,3000,2800
Chattisgarh,Durg,Durg,Guar,Gwar,15/01/2021,2600,3000,2800
Chattisgarh,Durg,Durg,Guava,Guava Navalur,15/01/2021,2000,2400,2200
Chattisgarh,Durg,Durg,Knool Khol,Knool Khol,15/01/2021,800,1000,900
Chattisgarh,Durg,Durg,Lemon,Lemon,15/01/2021,4000,5000,4500
Chattisgarh,Durg,Durg,Little gourd (Kundru),Little gourd (Kundru),15/01/2021,1300,1500,1400
Chattisgarh,Durg,Durg,Methi(Leaves),Methi,15/01/2021,1500,1600,1550
Chattisgarh,Durg,Durg,Mousambi(Sweet Lime),Mousambi,15/01/2021,4000,6000,5000
Chattisgarh,Durg,Durg,Onion,Nasik,15/01/2021,1800,2200,2000
Chattisgarh,Durg,Durg,Orange,Nagpuri,15/01/2021,4000,5000,4500
Chattisgarh,Durg,Durg,Paddy(Dhan)(Common),Paddy Coarse,15/01/2021,1430,1480,1455
Chattisgarh,Durg,Durg,Papaya (Raw),Papaya (Raw),15/01/2021,1000,1400,1200
Chattisgarh,Durg,Durg,Pear(Marasebu),Pears,15/01/2021,3000,5000,4000
Chattisgarh,Durg,Durg,Peas Wet,Peas Wet,15/01/2021,1400,1600,1500
Chattisgarh,Durg,Durg,Pomegranate,Pomogranate,15/01/2021,8000,10000,9000
Chattisgarh,Durg,Durg,Potato,Potato,15/01/2021,1300,1500,1400
Chattisgarh,Durg,Durg,Pumpkin,Pumpkin,15/01/2021,300,500,400
Chattisgarh,Durg,Durg,Raddish,Raddish,15/01/2021,700,900,800
Chattisgarh,Durg,Durg,Sweet Potato,Sweet Potato,15/01/2021,2000,2200,2100
Chattisgarh,Durg,Durg,Tinda,Tinda,15/01/2021,1000,1200,1100
Chattisgarh,Durg,Durg,Tomato,Tomato,15/01/2021,200,400,300
Chattisgarh,Janjgir,Champa,Paddy(Dhan)(Common),Paddy,15/01/2021,1450,1450,1450
Chattisgarh,Kanker,Charama,Paddy(Dhan)(Common),Other,15/01/2021,1500,1500,1500
Chattisgarh,Kanker,Lakhanpuri,Paddy(Dhan)(Common),Other,15/01/2021,1500,1500,1500
Chattisgarh,Kanker,Narharpur,Paddy(Dhan)(Common),Other,15/01/2021,1500,1500,1500
Chattisgarh,Narayanpur,Narayanpur,Maize,Local,15/01/2021,1000,1100,1050
Chattisgarh,Narayanpur,Narayanpur,Paddy(Dhan)(Common),Paddy Coarse,15/01/2021,1300,1400,1350
Chattisgarh,Raigarh,Raigarh,Onion,Other,15/01/2021,3500,4000,3500
Chattisgarh,Raigarh,Raigarh,Potato,Other,15/01/2021,900,1100,1000
Chattisgarh,Raigarh,Raigarh,Tomato,Other,15/01/2021,400,500,400
Chattisgarh,Rajnandgaon,Dongargarh,Mahua,Other,15/01/2021,3000,3000,3000
Chattisgarh,Surajpur,Surajpur,Paddy(Dhan)(Common),I.R. 36,15/01/2021,1890,1890,1890
Chattisgarh,Surajpur,Surajpur,Sugarcane,Other,15/01/2021,275,275,275
Gujarat,Amreli,Babra,Cotton,Other,15/01/2021,5200,5875,5535
Gujarat,Amreli,Babra,Groundnut,Other,15/01/2021,4685,5065,4875
Gujarat,Amreli,Babra,"Sesamum(Sesame,Gingelly,Til)",White,15/01/2021,5325,7175,6250
Gujarat,Amreli,Bagasara,Cotton,Other,15/01/2021,4500,5770,5135
Gujarat,Amreli,Bagasara,Wheat,Lokwan Gujrat,15/01/2021,1700,1850,1775
Gujarat,Amreli,Damnagar,Bhindi(Ladies Finger),Bhindi,15/01/2021,1400,1600,1500
Gujarat,Amreli,Damnagar,Brinjal,Other,15/01/2021,900,1100,1000
Gujarat,Amreli,Damnagar,Cabbage,Cabbage,15/01/2021,500,700,600
Gujarat,Amreli,Damnagar,Cauliflower,Cauliflower,15/01/2021,600,800,700
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,15/01/2021,500,700,600
Gujarat,Amreli,Damnagar,Ginger(Green),Green Ginger,15/01/2021,500,700,600
Gujarat,Amreli,Damnagar,Green Chilli,Green Chilly,15/01/2021,1400,1600,1500
Gujarat,Amreli,Damnagar,Guar,Gwar,15/01/2021,1500,1700,1600
Gujarat,Amreli,Damnagar,Lemon,Lemon,15/01/2021,1100,1300,1200
Gujarat,Amreli,Savarkundla,Arhar (Tur/Red Gram)(Whole),Small (Whole),15/01/2021,4900,6005,5453
Gujarat,Amreli,Savarkundla,Bajra(Pearl Millet/Cumbu),Deshi,15/01/2021,1340,1660,1500
Gujarat,Amreli,Savarkundla,Bengal Gram(Gram)(Whole),Desi (Whole),15/01/2021,3500,4200,3850
Gujarat,Amreli,Savarkundla,Black Gram (Urd Beans)(Whole),Black Gram (Whole),15/01/2021,5055,7585,6320
Gujarat,Amreli,Savarkundla,Cotton,Narma BT Cotton,15/01/2021,4925,5820,5373
Gujarat,Amreli,Savarkundla,Green Gram (Moong)(Whole),Green (Whole),15/01/2021,7000,7850,7425
Gujarat,Amreli,Savarkundla,Groundnut,Big (With Shell),15/01/2021,4075,5405,4740
Gujarat,Amreli,Savarkundla,Groundnut,Bold,15/01/2021,4105,5575,4840
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",White,15/01/2021,6000,9200,7600
Gujarat,Amreli,Savarkundla,Wheat,Bansi,15/01/2021,1615,1875,1745
Gujarat,Amreli,Savarkundla,Wheat,Lokwan,15/01/2021,1590,1850,1720
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Onion,Other,15/01/2021,3000,3500,3250
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Potato,Other,15/01/2021,1200,1500,1350
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Tomato,Other,15/01/2021,1400,1600,1500
Gujarat,Banaskanth,Deesa,Bajra(Pearl Millet/Cumbu),Other,15/01/2021,1275,1445,1350
Gujarat,Banaskanth,Deesa,Castor Seed,Other,15/01/2021,4450,4456,4455
Gujarat,Banaskanth,Deesa,Groundnut,Other,15/01/2021,5175,5910,5825
Gujarat,Banaskanth,Deesa,Mustard,Other,15/01/2021,5105,5555,5500
Gujarat,Banaskanth,Deesa,"Sesamum(Sesame,Gingelly,Til)",Other,15/01/2021,8000,8000,8000
Gujarat,Banaskanth,Deesa,Wheat,Other,15/01/2021,1725,1800,1750
Gujarat,Banaskanth,Panthawada,Bajra(Pearl Millet/Cumbu),Deshi,15/01/2021,1350,1350,1350
Gujarat,Banaskanth,Panthawada,Castor Seed,Castor seed,15/01/2021,4400,4455,4427.5
Gujarat,Banaskanth,Panthawada,Groundnut,Other,15/01/2021,6000,6000,6000
Gujarat,Banaskanth,Panthawada,"Sesamum(Sesame,Gingelly,Til)",Other,15/01/2021,7360,7360,7360
Gujarat,Banaskanth,Vadgam,Bajra(Pearl Millet/Cumbu),Hybrid,15/01/2021,1350,1350,1350
Gujarat,Banaskanth,Vadgam,Guar Seed(Cluster Beans Seed),Other,15/01/2021,3575,3635,3605
Gujarat,Banaskanth,Vadgam,Wheat,Lokwan Gujrat,15/01/2021,1700,1700,1700
Gujarat,Banaskanth,Vav,Cummin Seed(Jeera),Other,15/01/2021,12255,12255,12255
Gujarat,Banaskanth,Vav,Guar Seed(Cluster Beans Seed),Other,15/01/2021,3610,3650,3630
Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),Other,15/01/2021,4700,5100,4900
Gujarat,Bharuch,Jambusar,Bajra(Pearl Millet/Cumbu),Other,15/01/2021,1700,2100,1900
Gujarat,Bharuch,Jambusar,Castor Seed,Other,15/01/2021,3600,4000,3800
Gujarat,Bharuch,Jambusar,Cotton,Other,15/01/2021,4200,5000,4600
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,15/01/2021,1800,2200,2000
Gujarat,Bharuch,Jambusar,Maize,Other,15/01/2021,1600,1800,1700
Gujarat,Bharuch,Jambusar,Wheat,Other,15/01/2021,2000,2200,2100
Gujarat,Bharuch,Jambusar(Kaavi),Arhar (Tur/Red Gram)(Whole),Other,15/01/2021,4400,5000,4700
Gujarat,Bharuch,Jambusar(Kaavi),Bajra(Pearl Millet/Cumbu),Other,15/01/2021,1700,2100,1900
Gujarat,Bharuch,Jambusar(Kaavi),Castor Seed,Other,15/01/2021,3300,3900,3600
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,15/01/2021,4400,5000,4700
Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,15/01/2021,1800,2200,2000
Gujarat,Bharuch,Jambusar(Kaavi),Maize,Other,15/01/2021,1500,1700,1600
Gujarat,Dahod,Davgadbaria(Piplod),Maize,Deshi White,15/01/2021,1600,1620,1610
Gujarat,Dahod,Devgadhbaria,Paddy(Dhan)(Common),Common,15/01/2021,1200,1220,1210
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Brinjal,15/01/2021,1000,1000,1000
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Round/Long,15/01/2021,1000,1000,1000
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Onion Green,Onion Green,15/01/2021,1500,1500,1500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Tomato,Other,15/01/2021,600,600,600
Gujarat,Jamnagar,Dhrol,Bengal Gram(Gram)(Whole),Other,15/01/2021,3590,4150,3870
Gujarat,Jamnagar,Dhrol,Black Gram (Urd Beans)(Whole),Other,15/01/2021,6840,7385,7115
Gujarat,Jamnagar,Dhrol,Castor Seed,Other,15/01/2021,3405,4120,3765
Gujarat,Jamnagar,Dhrol,Cotton,Other,15/01/2021,5150,5925,5540
Gujarat,Jamnagar,Dhrol,Groundnut,Other,15/01/2021,4500,5500,5000
Gujarat,Jamnagar,Dhrol,"Sesamum(Sesame,Gingelly,Til)",Other,15/01/2021,5380,8740,7060
Gujarat,Jamnagar,Dhrol,Wheat,Other,15/01/2021,1220,1840,1530
Gujarat,Junagarh,Manavdar,Cotton,Shanker 4 31mm FIne,15/01/2021,4750,6000,5760
Gujarat,Morbi,Vankaner(Sub yard),Bhindi(Ladies Finger),Other,15/01/2021,1500,3000,2500
Gujarat,Morbi,Vankaner(Sub yard),Brinjal,Other,15/01/2021,1500,2500,2000
Gujarat,Morbi,Vankaner(Sub yard),Cabbage,Other,15/01/2021,400,500,450
Gujarat,Morbi,Vankaner(Sub yard),Cauliflower,Other,15/01/2021,400,500,450
Gujarat,Morbi,Vankaner(Sub yard),Guar,Other,15/01/2021,5000,6000,5500
Gujarat,Morbi,Vankaner(Sub yard),Lemon,Other,15/01/2021,1500,2500,2000
Gujarat,Morbi,Vankaner(Sub yard),Tomato,Other,15/01/2021,1000,2000,1500
Gujarat,Narmada,Rajpipla,Banana,Other,15/01/2021,500,900,750
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),15/01/2021,4500,5800,5225
Gujarat,Patan,Sami,Castor Seed,Castor seed,15/01/2021,4400,4465,4450
Gujarat,Patan,Sami,Cummin Seed(Jeera),Cummin Seed(Jeera),15/01/2021,11250,12375,12000
Gujarat,Patan,Sami,Guar Seed(Cluster Beans Seed),Other,15/01/2021,3500,3655,3625
Gujarat,Patan,Sami,Wheat,Other,15/01/2021,1500,1750,1675
Gujarat,Patan,Siddhpur,Bajra(Pearl Millet/Cumbu),Deshi,15/01/2021,1075,1530,1302
Gujarat,Patan,Siddhpur,Castor Seed,Castor seed,15/01/2021,4355,4475,4415
Gujarat,Patan,Siddhpur,Guar Seed(Cluster Beans Seed),Split,15/01/2021,3600,3680,3640
Gujarat,Patan,Siddhpur,Jowar(Sorghum),Jowar ( White),15/01/2021,3250,5020,4135
Gujarat,Patan,Siddhpur,Mustard,Mustard,15/01/2021,5555,5555,5555
Gujarat,Patan,Siddhpur,"Sesamum(Sesame,Gingelly,Til)",White,15/01/2021,7500,8430,7965
Gujarat,Patan,Siddhpur,Wheat,Hybrid,15/01/2021,1765,1835,1800
Gujarat,Rajkot,Dhoraji,Castor Seed,Castor seed,15/01/2021,4080,4180,4130
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),15/01/2021,5130,6030,5755
Gujarat,Rajkot,Dhoraji,Groundnut,G20,15/01/2021,4480,5205,5055
Gujarat,Rajkot,Dhoraji,Soyabean,Yellow,15/01/2021,4250,4505,4355
Gujarat,Rajkot,Dhoraji,Wheat,Lokwan,15/01/2021,1590,1775,1705
Gujarat,Rajkot,Gondal(Veg.market Gondal),Bhindi(Ladies Finger),Bhindi,15/01/2021,2500,3500,3000
Gujarat,Rajkot,Gondal(Veg.market Gondal),Brinjal,Brinjal,15/01/2021,1000,3000,2000
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cabbage,Cabbage,15/01/2021,200,500,350
Gujarat,Rajkot,Gondal(Veg.market Gondal),Carrot,Carrot,15/01/2021,300,1200,750
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cauliflower,Cauliflower,15/01/2021,500,1200,850
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cucumbar(Kheera),Cucumbar,15/01/2021,1500,2500,2000
Gujarat,Rajkot,Gondal(Veg.market Gondal),Green Chilli,Green Chilly,15/01/2021,2500,4500,3500
Gujarat,Rajkot,Gondal(Veg.market Gondal),Guar,Gwar,15/01/2021,2000,5000,3500
Gujarat,Rajkot,Gondal(Veg.market Gondal),Lemon,Other,15/01/2021,2500,5500,4000
Gujarat,Rajkot,Jasdan,Arhar (Tur/Red Gram)(Whole),Other,15/01/2021,4500,5850,5250
Gujarat,Rajkot,Jasdan,Bajra(Pearl Millet/Cumbu),Deshi,15/01/2021,1550,1550,1550
Gujarat,Rajkot,Jasdan,Black Gram (Urd Beans)(Whole),Other,15/01/2021,2850,4750,3350
Gujarat,Rajkot,Jasdan,Castor Seed,Castor seed,15/01/2021,3500,3500,3500
Gujarat,Rajkot,Jasdan,Cotton,Shanker 6 (B) 30mm FIne,15/01/2021,5000,5850,5300
Gujarat,Rajkot,Jasdan,Cummin Seed(Jeera),Cummin Seed(Jeera),15/01/2021,7500,12515,12055
Gujarat,Rajkot,Jasdan,Groundnut,G20,15/01/2021,4625,5525,5200
Gujarat,Rajkot,Jasdan,Mustard,Mustard,15/01/2021,4750,5400,5200
Gujarat,Rajkot,Jasdan,"Sesamum(Sesame,Gingelly,Til)",Black,15/01/2021,5000,13500,12000
Gujarat,Rajkot,Jasdan,"Sesamum(Sesame,Gingelly,Til)",White,15/01/2021,5500,9350,8650
Gujarat,Rajkot,Rajkot,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),15/01/2021,5310,6290,5700
Gujarat,Rajkot,Rajkot,Bajra(Pearl Millet/Cumbu),Deshi,15/01/2021,1150,1350,1225
Gujarat,Rajkot,Rajkot,Bengal Gram(Gram)(Whole),Desi (Whole),15/01/2021,3700,4555,4300
Gujarat,Rajkot,Rajkot,Black Gram (Urd Beans)(Whole),Desi,15/01/2021,6350,7745,7175
Gujarat,Rajkot,Rajkot,Castor Seed,Caster,15/01/2021,4160,4305,4200
Gujarat,Rajkot,Rajkot,Corriander seed,Coriander Seed,15/01/2021,5400,6000,5650
Gujarat,Rajkot,Rajkot,Cotton,Narma BT Cotton,15/01/2021,4950,5960,5420
Gujarat,Rajkot,Rajkot,Cummin Seed(Jeera),Cummin Seed(Jeera),15/01/2021,11250,12500,11900
Gujarat,Rajkot,Rajkot,Dry Chillies,Red,15/01/2021,7000,15500,13000
Gujarat,Rajkot,Rajkot,Garlic,Garlic,15/01/2021,5600,7625,6600
Gujarat,Rajkot,Rajkot,Green Gram (Moong)(Whole),Green (Whole),15/01/2021,7275,8855,8325
Gujarat,Rajkot,Rajkot,Ground Nut Seed,Ground Nut Seed,15/01/2021,7000,7500,7125
Gujarat,Rajkot,Rajkot,Groundnut,Bold,15/01/2021,4500,5600,5440
Gujarat,Rajkot,Rajkot,Groundnut,G20,15/01/2021,4750,5750,5220
Gujarat,Rajkot,Rajkot,Jowar(Sorghum),Jowar ( White),15/01/2021,1795,1900,1840
Gujarat,Rajkot,Rajkot,Jowar(Sorghum),Jowar (Yellow),15/01/2021,1815,1990,1895
Gujarat,Rajkot,Rajkot,Maize,Red,15/01/2021,1355,1475,1425
Gujarat,Rajkot,Rajkot,Methi Seeds,Methiseeds,15/01/2021,5250,5500,5375
Gujarat,Rajkot,Rajkot,Mustard,Mustard,15/01/2021,5405,5610,5500
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",Black,15/01/2021,9250,13995,12250
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",White,15/01/2021,6800,9150,8750
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,15/01/2021,1795,1900,1840
Gujarat,Rajkot,Rajkot,Wheat,Sharbati,15/01/2021,1815,1990,1895
Gujarat,Rajkot,Rajkot(Ghee Peeth),Bhindi(Ladies Finger),Bhindi,15/01/2021,2500,3000,2750
Gujarat,Rajkot,Rajkot(Ghee Peeth),Bottle gourd,Bottle Gourd,15/01/2021,550,1050,900
Gujarat,Rajkot,Rajkot(Ghee Peeth),Brinjal,Brinjal,15/01/2021,1000,2000,1500
Gujarat,Rajkot,Rajkot(Ghee Peeth),Cluster beans,Cluster Beans,15/01/2021,3250,4250,3750
Gujarat,Rajkot,Rajkot(Ghee Peeth),Coriander(Leaves),Coriander,15/01/2021,850,1200,1000
Gujarat,Rajkot,Rajkot(Ghee Peeth),Ginger(Green),Green Ginger,15/01/2021,2500,3250,3000
Gujarat,Rajkot,Rajkot(Ghee Peeth),Green Chilli,Green Chilly,15/01/2021,2150,3250,2625
Gujarat,Rajkot,Rajkot(Ghee Peeth),Lemon,Lemon,15/01/2021,2500,3750,3250
Gujarat,Rajkot,Rajkot(Ghee Peeth),Onion,Onion,15/01/2021,1150,2300,1900
Gujarat,Rajkot,Rajkot(Ghee Peeth),Potato,Desi,15/01/2021,1250,2250,1625
Gujarat,Rajkot,Rajkot(Ghee Peeth),Tomato,Tomato,15/01/2021,1700,2100,2000
Gujarat,Sabarkantha,Meghraj,Maize,Other,15/01/2021,1300,1600,1400
Gujarat,Sabarkantha,Meghraj,Wheat,Other,15/01/2021,1500,1725,1625
Gujarat,Sabarkantha,Meghraj(Radlavada),Wheat,Lokwan,15/01/2021,1500,1725,1625
Gujarat,Surat,Surat,Beetroot,Other,15/01/2021,500,800,650
Gujarat,Surat,Surat,Bhindi(Ladies Finger),Other,15/01/2021,1500,3500,2500
Gujarat,Surat,Surat,Bitter gourd,Other,15/01/2021,1000,3250,2125
Gujarat,Surat,Surat,Bottle gourd,Other,15/01/2021,300,1750,1025
Gujarat,Surat,Surat,Brinjal,Other,15/01/2021,500,1500,1000
Gujarat,Surat,Surat,Cabbage,Other,15/01/2021,400,1200,800
Gujarat,Surat,Surat,Carrot,Other,15/01/2021,900,1500,1200
Gujarat,Surat,Surat,Cauliflower,Other,15/01/2021,500,2100,1300
Gujarat,Surat,Surat,Cowpea(Veg),Other,15/01/2021,2250,5500,3875
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,15/01/2021,600,1200,900
Gujarat,Surat,Surat,Drumstick,Other,15/01/2021,2250,4750,3500
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,15/01/2021,800,1100,950
Gujarat,Surat,Surat,French Beans (Frasbean),Other,15/01/2021,1500,2250,1875
Gujarat,Surat,Surat,Ginger(Green),Other,15/01/2021,1600,2000,1800
Gujarat,Surat,Surat,Green Chilli,Other,15/01/2021,2750,3800,3275
Gujarat,Surat,Surat,Indian Beans (Seam),Other,15/01/2021,1750,2500,2125
Gujarat,Surat,Surat,Lemon,Other,15/01/2021,700,3250,1975
Gujarat,Surat,Surat,Little gourd (Kundru),Other,15/01/2021,1500,5500,3500
Gujarat,Surat,Surat,Onion,Other,15/01/2021,1500,3500,2500
Gujarat,Surat,Surat,Pegeon Pea (Arhar Fali),Other,15/01/2021,3000,8000,5500
Gujarat,Surat,Surat,Pointed gourd (Parval),Other,15/01/2021,4000,8500,6250
Gujarat,Surat,Surat,Potato,Other,15/01/2021,1050,2750,1900
Gujarat,Surat,Surat,Pumpkin,Other,15/01/2021,400,800,600
Gujarat,Surat,Surat,Ridge gourd(Tori),Other,15/01/2021,1000,3000,2000
Gujarat,Surat,Surat,Sweet Potato,Other,15/01/2021,1500,1900,1700
Gujarat,Surat,Surat,Tomato,Other,15/01/2021,400,1000,700
Gujarat,Surat,Surat,Turmeric (raw),Other,15/01/2021,1000,1750,1375
Gujarat,Surat,Surat,Yam (Ratalu),Other,15/01/2021,1800,3000,2400
Gujarat,Surendranagar,Chotila,Cotton,Shanker 6 (B) 30mm FIne,15/01/2021,5000,5350,5175
Gujarat,Surendranagar,Halvad,Black Gram (Urd Beans)(Whole),Other,15/01/2021,6005,6780,6250
Gujarat,Surendranagar,Halvad,Castor Seed,Other,15/01/2021,4255,4405,4375
Gujarat,Surendranagar,Halvad,Corriander seed,Other,15/01/2021,4505,5260,5000
Gujarat,Surendranagar,Halvad,Cotton,Other,15/01/2021,5005,5975,5600
Gujarat,Surendranagar,Halvad,Cummin Seed(Jeera),Other,15/01/2021,11005,12140,11750
Gujarat,Surendranagar,Halvad,Green Gram (Moong)(Whole),Other,15/01/2021,3755,5525,4750
Gujarat,Surendranagar,Halvad,Groundnut,Other,15/01/2021,4500,5300,5100
Gujarat,Surendranagar,Halvad,"Sesamum(Sesame,Gingelly,Til)",White,15/01/2021,6755,8430,7750
Gujarat,Surendranagar,Halvad,Wheat,Other,15/01/2021,1555,1840,1750
Gujarat,The Dangs,Ahwa-Dang,Paddy(Dhan)(Common),Other,15/01/2021,1450,1750,1600
Gujarat,Vadodara(Baroda),Vagodiya,Paddy(Dhan)(Common),G. R. 11,15/01/2021,1280,1280,1280
Haryana,Ambala,Shahzadpur,Bitter gourd,Bitter Gourd,15/01/2021,1500,1500,1500
Haryana,Ambala,Shahzadpur,Bottle gourd,Bottle Gourd,15/01/2021,500,500,500
Haryana,Ambala,Shahzadpur,Carrot,Carrot,15/01/2021,600,1000,600
Haryana,Ambala,Shahzadpur,Cauliflower,Cauliflower,15/01/2021,200,500,200
Haryana,Ambala,Shahzadpur,Coriander(Leaves),Coriander,15/01/2021,900,900,900
Haryana,Ambala,Shahzadpur,Ginger(Green),Green Ginger,15/01/2021,2700,3500,3500
Haryana,Ambala,Shahzadpur,Green Chilli,Green Chilly,15/01/2021,2000,4000,2000
Haryana,Ambala,Shahzadpur,Lemon,Other,15/01/2021,2000,3000,3000
Haryana,Ambala,Shahzadpur,Methi(Leaves),Methi,15/01/2021,400,600,600
Haryana,Ambala,Shahzadpur,Onion,Local,15/01/2021,2500,2500,2500
Haryana,Ambala,Shahzadpur,Peas Wet,Peas Wet,15/01/2021,1000,1500,1000
Haryana,Ambala,Shahzadpur,Potato,Local,15/01/2021,700,800,800
Haryana,Ambala,Shahzadpur,Raddish,Raddish,15/01/2021,300,306,306
Haryana,Ambala,Shahzadpur,Spinach,Spinach,15/01/2021,300,500,400
Haryana,Ambala,Shahzadpur,Tomato,Local,15/01/2021,800,1500,1500
Haryana,Gurgaon,Gurgaon,Apple,Other,15/01/2021,7000,10000,8500
Haryana,Gurgaon,Gurgaon,Banana,Other,15/01/2021,2000,3000,2500
Haryana,Gurgaon,Gurgaon,Brinjal,Brinjal,15/01/2021,800,1500,1150
Haryana,Gurgaon,Gurgaon,Cabbage,Other,15/01/2021,300,600,450
Haryana,Gurgaon,Gurgaon,Carrot,Other,15/01/2021,600,1000,800
Haryana,Gurgaon,Gurgaon,Cauliflower,Other,15/01/2021,200,800,500
Haryana,Gurgaon,Gurgaon,Cucumbar(Kheera),Other,15/01/2021,1000,1200,1100
Haryana,Gurgaon,Gurgaon,Guava,Other,15/01/2021,1600,2500,2050
Haryana,Gurgaon,Gurgaon,Onion,Other,15/01/2021,2000,3000,2500
Haryana,Gurgaon,Gurgaon,Orange,Other,15/01/2021,1500,2000,1750
Haryana,Gurgaon,Gurgaon,Peas Wet,Other,15/01/2021,1000,1300,1150
Haryana,Gurgaon,Gurgaon,Potato,Other,15/01/2021,700,1000,850
Haryana,Gurgaon,Gurgaon,Pumpkin,Other,15/01/2021,1000,1400,1200
Haryana,Gurgaon,Gurgaon,Raddish,Other,15/01/2021,300,500,400
Haryana,Gurgaon,Gurgaon,Spinach,Other,15/01/2021,400,800,600
Haryana,Gurgaon,Gurgaon,Tomato,Other,15/01/2021,520,600,560
Haryana,Kurukshetra,Shahabad,Apple,Apple,15/01/2021,6000,7000,6500
Haryana,Kurukshetra,Shahabad,Banana,Banana - Ripe,15/01/2021,1900,2200,2000
Haryana,Kurukshetra,Shahabad,Ber(Zizyphus/Borehannu),Ber(Zizyphus),15/01/2021,2500,2500,2500
Haryana,Kurukshetra,Shahabad,Bottle gourd,Bottle Gourd,15/01/2021,1000,1000,1000
Haryana,Kurukshetra,Shahabad,Brinjal,Brinjal,15/01/2021,600,1200,1000
Haryana,Kurukshetra,Shahabad,Cabbage,Cabbage,15/01/2021,300,400,400
Haryana,Kurukshetra,Shahabad,Capsicum,Capsicum,15/01/2021,2800,3000,2900
Haryana,Kurukshetra,Shahabad,Carrot,Carrot,15/01/2021,500,600,500
Haryana,Kurukshetra,Shahabad,Cauliflower,Cauliflower,15/01/2021,125,200,150
Haryana,Kurukshetra,Shahabad,Chikoos(Sapota),Sapota,15/01/2021,4000,5000,4500
Haryana,Kurukshetra,Shahabad,Cucumbar(Kheera),Cucumbar,15/01/2021,1500,1500,1500
Haryana,Kurukshetra,Shahabad,Ginger(Dry),Vegitable-fresh,15/01/2021,2500,2800,2600
Haryana,Kurukshetra,Shahabad,Grapes,Green,15/01/2021,6000,8000,7000
Haryana,Kurukshetra,Shahabad,Green Chilli,Green Chilly,15/01/2021,3000,3200,3100
Haryana,Kurukshetra,Shahabad,Guava,Guava,15/01/2021,2500,4000,3500
